adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
False,[18],75233,no,"Oslo, 31. august",14.928,2011-08-31,"Oslo, August 31st",7.455,393
False,"[53, 28, 80]",187,en,Sin City,37.508,2005-04-01,Sin City,7.455,7791
False,"[18, 35]",674324,en,The Banshees of Inisherin,29.179,2022-10-20,The Banshees of Inisherin,7.454,2446
False,"[10752, 28, 18]",374720,en,Dunkirk,63.752,2017-07-19,Dunkirk,7.455,15897
False,"[18, 9648, 53, 27]",1813,en,The Devil's Advocate,53.307,1997-10-17,The Devil's Advocate,7.454,5651
False,"[18, 36]",821881,en,The Swimmers,22.058,2022-11-24,The Swimmers,7.5,495
False,"[18, 80]",645886,en,The Unforgivable,28.136,2021-11-24,The Unforgivable,7.453,1726
False,"[18, 10749, 10752, 10402]",440298,pl,Zimna wojna,15.896,2018-06-08,Cold War,7.453,1416
False,"[28, 36, 18]",37472,cn,葉問2,4.36,2010-04-29,Ip Man 2,7.453,2147
False,"[18, 53]",9008,en,The Insider,23.276,1999-10-28,The Insider,7.5,1708
False,"[18, 35, 80]",1023,da,Adams æbler,15.922,2005-04-15,Adam's Apples,7.453,654
False,"[28, 12, 878, 53]",154,en,Star Trek II: The Wrath of Khan,23.316,1982-06-04,Star Trek II: The Wrath of Khan,7.453,1806
False,"[18, 10751]",630220,it,18 regali,13.008,2020-01-02,18 Presents,7.452,650
False,"[9648, 53, 35, 10749]",940,en,The Lady Vanishes,23.222,1938-10-07,The Lady Vanishes,7.452,860
False,"[12, 10749, 36]",10907,en,The Adventures of Robin Hood,25.084,1938-05-13,The Adventures of Robin Hood,7.451,698
False,"[18, 10749]",8055,en,The Reader,38.241,2008-12-10,The Reader,7.451,2906
False,"[35, 18]",375785,en,Then Came You,18.624,2018-12-05,Then Came You,7.45,451
False,[27],626,fr,Un chien andalou,14.511,1929-06-05,Un Chien Andalou,7.45,1220
False,"[18, 10749]",638449,en,The Last Letter from Your Lover,23.179,2021-07-23,The Last Letter from Your Lover,7.452,572
False,"[10402, 36]",499631,it,Fabrizio De André: Principe libero,5.187,2018-01-23,Fabrizio De André: Principe libero,7.449,335
False,"[35, 18, 10749, 10751]",382748,en,Stargirl,15.705,2020-03-10,Stargirl,7.4,540
False,"[28, 80]",339403,en,Baby Driver,56.938,2017-06-28,Baby Driver,7.449,15049
False,"[80, 53, 27, 9648]",36095,ja,キュア,17.856,1997-12-27,Cure,7.4,444
False,"[18, 36]",568,en,Apollo 13,44.941,1995-06-30,Apollo 13,7.449,5164
False,"[18, 10751]",228203,en,"McFarland, USA",25.724,2015-02-20,"McFarland, USA",7.448,776
False,"[18, 10749, 36]",660000,fr,Illusions perdues,17.194,2021-10-20,Lost Illusions,7.447,459
False,"[18, 35]",434616,fr,Patients,7.318,2017-03-01,Patients,7.4,592
False,"[18, 80]",376290,en,Miss Sloane,23.527,2016-11-25,Miss Sloane,7.447,1701
False,"[35, 10402]",37719,en,A Night at the Opera,10.383,1935-11-15,A Night at the Opera,7.447,457
False,"[27, 9648]",16372,en,The Innocents,20.104,1961-12-15,The Innocents,7.443,548
False,"[36, 18, 28]",617653,en,The Last Duel,26.596,2021-10-13,The Last Duel,7.446,3150
False,"[10749, 18, 36]",451480,en,The Guernsey Literary & Potato Peel Pie Society,14.874,2018-04-19,The Guernsey Literary & Potato Peel Pie Society,7.445,1271
False,"[53, 80, 18]",165213,ko,신세계,20.711,2013-02-21,New World,7.445,421
False,"[16, 12, 14]",508883,ja,君たちはどう生きるか,286.841,2023-07-14,The Boy and the Heron,7.444,1123
False,"[18, 36, 10752]",8741,en,The Thin Red Line,25.789,1998-12-23,The Thin Red Line,7.4,2819
False,"[53, 80, 18]",582014,en,Promising Young Woman,31.414,2020-12-13,Promising Young Woman,7.4,3001
False,"[28, 53, 80]",458156,en,John Wick: Chapter 3 - Parabellum,72.256,2019-05-15,John Wick: Chapter 3 - Parabellum,7.442,10127
False,"[35, 18, 10749]",14736,en,Love & Basketball,24.164,2000-04-21,Love & Basketball,7.442,399
False,[37],10747,en,The Outlaw Josey Wales,32.858,1976-06-30,The Outlaw Josey Wales,7.441,1074
False,"[27, 53]",9299,es,Tesis,14.442,1996-04-11,Thesis,7.442,770
False,"[18, 53, 878]",1902,es,Abre los ojos,19.964,1997-12-19,Open Your Eyes,7.442,974
False,[18],489418,fr,Pupille,17.699,2018-12-05,In Safe Hands,7.4,471
False,"[12, 28, 878]",271110,en,Captain America: Civil War,93.776,2016-04-27,Captain America: Civil War,7.441,22022
False,"[878, 53]",206487,en,Predestination,35.719,2014-08-28,Predestination,7.44,6135
False,"[10751, 16, 878, 35]",13060,en,Lifted,18.135,2006-12-28,Lifted,7.441,718
False,"[18, 10402]",1677,en,Ray,23.928,2004-10-29,Ray,7.441,1863
False,"[16, 35, 10751, 14]",876716,en,Ciao Alberto,27.778,2021-11-12,Ciao Alberto,7.44,641
False,"[16, 9648, 28, 80]",736074,en,"Batman: The Long Halloween, Part Two",32.383,2021-07-26,"Batman: The Long Halloween, Part Two",7.44,476
False,"[35, 18, 53]",466272,en,Once Upon a Time... in Hollywood,82.578,2019-07-24,Once Upon a Time... in Hollywood,7.44,12768
False,"[18, 35, 10770]",65218,en,Lemonade Mouth,24.0,2011-04-15,Lemonade Mouth,7.44,1021
False,"[28, 53, 18]",33273,es,Celda 211,23.939,2009-11-06,Cell 211,7.44,1189
False,"[10402, 18]",1407,fr,La Môme,26.838,2007-02-14,La Vie en Rose,7.44,1516
False,"[18, 28, 35]",364433,it,Lo chiamavano Jeeg Robot,23.066,2016-02-25,They Call Me Jeeg,7.439,2428
False,"[18, 53]",340666,en,Nocturnal Animals,44.765,2016-11-04,Nocturnal Animals,7.439,7381
False,[18],24192,it,Il vangelo secondo Matteo,15.32,1965-03-03,The Gospel According to Matthew,7.4,330
False,"[53, 80]",161,en,Ocean's Eleven,59.889,2001-12-07,Ocean's Eleven,7.4,11132
False,"[18, 10752]",227306,en,Unbroken,36.112,2014-12-25,Unbroken,7.438,3952
False,"[12, 18, 28]",32909,zh,花木兰,18.62,2009-11-26,Mulan: Rise of a Warrior,7.438,402
False,[18],10435,en,Chaplin,18.799,1992-12-17,Chaplin,7.438,1007
False,"[53, 18]",1151534,es,Nowhere,73.141,2023-09-29,Nowhere,7.439,1181
False,"[10402, 35]",11031,en,This Is Spinal Tap,26.719,1984-03-02,This Is Spinal Tap,7.437,1321
False,"[18, 35, 10749]",7294,fi,Mies vailla menneisyyttä,15.371,2002-03-01,The Man Without a Past,7.437,317
False,"[53, 27, 18]",11167,en,Peeping Tom,17.994,1960-05-16,Peeping Tom,7.436,734
False,"[28, 35, 80, 14]",9470,cn,功夫,37.31,2004-02-10,Kung Fu Hustle,7.436,2630
False,"[35, 18, 10749]",5781,fr,Cet obscur objet du désir,20.353,1977-08-17,That Obscure Object of Desire,7.4,359
False,"[35, 18]",565310,en,The Farewell,24.535,2019-07-12,The Farewell,7.435,1328
False,[878],17654,en,District 9,45.033,2009-08-05,District 9,7.436,9040
False,"[18, 10749]",4584,en,Sense and Sensibility,30.828,1995-12-13,Sense and Sensibility,7.434,1588
False,"[28, 12, 878]",429617,en,Spider-Man: Far From Home,93.107,2019-06-28,Spider-Man: Far From Home,7.434,14996
False,"[80, 18, 9648, 53]",395834,en,Wind River,43.747,2017-08-03,Wind River,7.434,4927
False,"[35, 10749, 12]",16305,en,Sullivan's Travels,11.919,1941-11-30,Sullivan's Travels,7.434,424
False,[18],37181,fa,درباره الی‎‎,17.56,2009-06-06,About Elly,7.433,455
False,"[35, 36]",14257,fr,La Folie des grandeurs,18.445,1971-12-08,Delusions of Grandeur,7.433,657
False,"[878, 28, 12]",13475,en,Star Trek,55.773,2009-05-06,Star Trek,7.433,9555
False,[35],11030,en,Zelig,14.904,1983-07-15,Zelig,7.433,810
False,[18],462,en,Erin Brockovich,30.666,2000-03-17,Erin Brockovich,7.432,2992
False,"[80, 18]",226,en,Boys Don't Cry,20.367,1999-09-02,Boys Don't Cry,7.433,1247
False,"[18, 53]",644583,en,The Mauritanian,17.51,2021-02-12,The Mauritanian,7.432,1006
False,[18],16619,en,Ordinary People,20.502,1980-09-19,Ordinary People,7.432,585
False,"[35, 10749]",2690,en,Irma la Douce,26.068,1963-06-05,Irma la Douce,7.432,387
False,"[10752, 28, 18]",193756,en,Lone Survivor,34.082,2013-12-24,Lone Survivor,7.431,4074
False,[18],166666,de,3096 Tage,24.16,2013-02-21,3096 Days,7.431,846
False,"[35, 37]",11829,it,...continuavano a chiamarlo Trinità,19.783,1971-10-21,Trinity Is Still My Name,7.431,853
False,"[10752, 28]",190859,en,American Sniper,67.198,2014-12-25,American Sniper,7.43,12431
False,"[28, 53, 10770]",839,en,Duel,30.96,1971-11-13,Duel,7.43,1740
False,"[35, 10751]",771,en,Home Alone,2.769,1990-11-16,Home Alone,7.43,10723
False,"[35, 12]",912908,en,Strays,54.201,2023-08-17,Strays,7.429,669
False,"[18, 80]",507505,es,El Ángel,12.342,2018-08-09,El Angel,7.4,522
False,[18],290542,en,You're Not You,17.62,2014-10-10,You're Not You,7.4,771
False,"[16, 12, 14]",271706,zh,大鱼海棠,17.235,2016-07-08,Big Fish & Begonia,7.4,421
False,[35],250219,it,Smetto quando voglio,10.102,2014-02-06,I Can Quit Whenever I Want,7.429,1758
False,"[18, 12]",129670,en,Nebraska,16.173,2013-09-21,Nebraska,7.429,1672
False,"[18, 10749]",15919,en,Marty,16.748,1955-04-11,Marty,7.429,352
False,"[18, 36, 12]",9549,en,The Right Stuff,22.296,1983-10-20,The Right Stuff,7.429,813
False,"[53, 28, 80]",637534,fr,BAC Nord,22.645,2021-08-18,The Stronghold,7.428,1152
False,"[28, 53]",245891,en,John Wick,66.297,2014-10-22,John Wick,7.428,18496
False,"[28, 18, 9648, 53]",2503,en,The Bourne Ultimatum,44.417,2007-08-03,The Bourne Ultimatum,7.428,7335
False,"[80, 18, 53]",242,en,The Godfather Part III,72.802,1990-12-25,The Godfather Part III,7.427,5873
False,"[35, 18]",290762,en,Miss You Already,16.397,2015-09-12,Miss You Already,7.427,646
False,"[12, 28, 878]",101299,en,The Hunger Games: Catching Fire,68.859,2013-11-15,The Hunger Games: Catching Fire,7.427,16775
False,"[53, 12, 18]",38985,en,Sorcerer,19.572,1977-06-24,Sorcerer,7.427,470
False,"[18, 10749, 80]",2786,fr,Pierrot le fou,19.709,1965-11-05,Pierrot le Fou,7.427,801
False,"[18, 10749]",51828,en,One Day,62.044,2011-03-02,One Day,7.425,4077
False,"[16, 28, 14]",20982,ja,劇場版 NARUTO -ナルト- 疾風伝,59.574,2007-08-04,Naruto Shippuden the Movie,7.426,811
False,[18],13689,en,Peaceful Warrior,21.202,2006-03-30,Peaceful Warrior,7.426,390
False,"[878, 16, 28, 18]",487670,en,The Death of Superman,26.803,2018-07-24,The Death of Superman,7.425,714
False,[18],292011,en,Richard Jewell,31.923,2019-12-13,Richard Jewell,7.425,2368
False,"[28, 12, 14]",284052,en,Doctor Strange,70.915,2016-10-25,Doctor Strange,7.424,21421
False,"[16, 28]",217993,en,Justice League: War,30.709,2014-01-21,Justice League: War,7.424,1024
False,"[18, 53, 80]",11615,en,The Life of David Gale,25.246,2003-02-21,The Life of David Gale,7.424,1911
False,"[18, 53, 27]",11481,en,Repulsion,29.962,1965-06-01,Repulsion,7.4,926
False,[28],9461,en,Enter the Dragon,42.64,1973-08-17,Enter the Dragon,7.424,1777
False,"[80, 35, 18]",1847,en,The Long Goodbye,15.216,1973-03-08,The Long Goodbye,7.424,582
False,"[18, 878, 9648]",686,en,Contact,40.276,1997-07-11,Contact,7.424,4231
False,"[28, 12]",353081,en,Mission: Impossible - Fallout,74.214,2018-07-13,Mission: Impossible - Fallout,7.423,7830
False,"[10751, 16, 14, 12, 878]",11704,en,The Secret of NIMH,26.078,1982-06-17,The Secret of NIMH,7.422,760
False,"[35, 18]",11421,fr,C.R.A.Z.Y.,13.031,2005-05-27,C.R.A.Z.Y.,7.422,437
False,[18],10867,it,Malèna,41.551,2000-03-16,Malena,7.422,2102
False,[18],10400,en,The Hurricane,20.808,1999-09-17,The Hurricane,7.4,1313
False,"[18, 36]",9918,en,Glory Road,17.584,2006-01-13,Glory Road,7.422,688
False,"[80, 53, 28, 18]",8333,en,The Taking of Pelham One Two Three,17.428,1974-10-02,The Taking of Pelham One Two Three,7.423,464
False,"[80, 27, 9648]",4232,en,Scream,63.026,1996-12-20,Scream,7.4,6546
False,"[53, 9648, 10749, 18]",4174,en,Spellbound,24.158,1945-11-08,Spellbound,7.422,833
False,"[12, 28, 878]",1895,en,Star Wars: Episode III - Revenge of the Sith,50.121,2005-05-17,Star Wars: Episode III - Revenge of the Sith,7.421,13158
False,"[28, 35]",6916,it,...altrimenti ci arrabbiamo!,14.164,1974-03-29,"Watch Out, We're Mad",7.421,764
False,[18],1653,es,Diarios de motocicleta,17.812,2004-02-06,The Motorcycle Diaries,7.421,1210
False,"[18, 10749]",1360,en,Frida,17.739,2002-08-29,Frida,7.4,1944
False,"[12, 18, 28, 10749]",146,zh,卧虎藏龍,29.041,2000-07-06,"Crouching Tiger, Hidden Dragon",7.4,3034
False,"[16, 878, 14, 28]",831405,en,Injustice,28.389,2021-10-09,Injustice,7.42,743
False,"[10751, 18]",339984,en,Miracles from Heaven,52.811,2016-03-17,Miracles from Heaven,7.42,1136
False,"[16, 10751, 12, 35, 14]",137106,en,The Lego Movie,48.199,2014-02-06,The Lego Movie,7.419,7487
False,"[16, 80, 53]",13754,ja,鉄コン筋クリート,20.763,2006-10-21,Tekkonkinkreet,7.42,344
False,"[28, 80, 18]",11471,zh,英雄本色,23.988,1986-08-02,A Better Tomorrow,7.419,478
False,"[18, 35]",615777,en,Babylon,73.264,2022-12-22,Babylon,7.418,2688
False,"[16, 10751, 14]",26963,en,The Secret of Kells,16.947,2009-02-09,The Secret of Kells,7.418,645
False,[53],11349,en,Cape Fear,22.141,1962-04-12,Cape Fear,7.418,542
False,"[18, 10749]",4024,fr,L'Année dernière à Marienbad,16.83,1961-05-25,Last Year at Marienbad,7.418,464
False,[18],1523,en,The Last King of Scotland,21.568,2006-01-12,The Last King of Scotland,7.418,1987
False,"[18, 35]",380225,it,La pazza gioia,13.63,2016-05-17,Like Crazy,7.417,854
False,"[16, 35, 878, 10770]",7249,en,Futurama: Bender's Big Score,14.393,2007-11-27,Futurama: Bender's Big Score,7.417,641
False,"[35, 18, 14]",492,en,Being John Malkovich,22.75,1999-10-29,Being John Malkovich,7.417,4126
False,[18],394117,en,The Florida Project,30.06,2017-10-06,The Florida Project,7.416,2591
False,"[28, 53, 80]",94329,id,Serbuan Maut,27.979,2012-03-22,The Raid,7.416,3218
False,"[9648, 16, 10751, 12, 35, 14]",20558,en,Scooby-Doo! in Where's My Mummy?,24.047,2005-05-13,Scooby-Doo! in Where's My Mummy?,7.4,372
False,"[18, 10752, 36, 10749]",853,en,Enemy at the Gates,54.271,2001-02-28,Enemy at the Gates,7.415,3412
False,"[12, 9648, 80]",829280,en,Enola Holmes 2,37.472,2022-11-30,Enola Holmes 2,7.414,1254
False,[18],484751,fr,Sauver ou périr,11.979,2018-11-28,Through the Fire,7.414,629
False,"[28, 18]",312221,en,Creed,64.419,2015-11-25,Creed,7.414,7146
False,"[37, 18]",9028,it,Il grande silenzio,16.721,1968-02-21,The Great Silence,7.4,367
False,"[18, 36]",8094,en,The Magdalene Sisters,15.442,2002-08-30,The Magdalene Sisters,7.414,379
False,[35],2292,en,Clerks,21.535,1994-10-19,Clerks,7.414,2363
False,"[10751, 35, 18]",508570,en,The One and Only Ivan,20.175,2020-08-21,The One and Only Ivan,7.413,563
False,"[18, 27]",18333,sv,Vargtimmen,17.135,1968-02-19,Hour of the Wolf,7.413,449
False,"[35, 18]",4203,es,Mujeres al borde de un ataque de nervios,18.597,1988-03-25,Women on the Verge of a Nervous Breakdown,7.4,837
False,"[80, 18, 9648]",3009,en,Le Procès,12.718,1962-12-21,The Trial,7.413,453
False,[18],758866,ja,ドライブ・マイ・カー,39.847,2021-08-18,Drive My Car,7.412,1132
False,"[35, 18]",25403,it,Caro diario,14.822,1993-10-12,Caro diario,7.412,434
False,"[27, 9648, 80]",176,en,Saw,47.201,2004-10-01,Saw,7.412,8815
False,"[16, 10751, 12, 35]",675445,en,PAW Patrol: The Movie,65.736,2021-08-09,PAW Patrol: The Movie,7.411,1187
False,"[18, 36]",18988,en,The Lion in Winter,19.679,1968-10-30,The Lion in Winter,7.411,316
False,"[53, 80, 18]",17136,en,The Woman in the Window,13.037,1944-10-25,The Woman in the Window,7.411,319
False,"[28, 35]",12207,cn,醉拳二,26.331,1994-02-03,The Legend of Drunken Master,7.411,904
False,"[18, 10749]",1391,es,Y tu mamá también,35.305,2001-06-08,Y Tu Mamá También,7.4,1408
False,"[14, 16, 878]",42994,ja,MEMORIES,36.598,1995-12-23,Memories,7.41,406
False,"[16, 18, 10749, 53, 878]",823,ja,人狼 JIN-ROH,25.683,1999-11-17,Jin-Roh: The Wolf Brigade,7.41,452
False,"[14, 35, 12]",425909,en,Ghostbusters: Afterlife,163.586,2021-11-11,Ghostbusters: Afterlife,7.408,4221
False,"[28, 16, 878]",76589,en,Justice League: Doom,23.48,2012-02-28,Justice League: Doom,7.409,819
False,"[16, 18, 878]",21832,ja,新世紀エヴァンゲリオン劇場版 シト新生,43.476,1997-03-15,Neon Genesis Evangelion: Death and Rebirth,7.4,410
False,"[10752, 28, 18]",516486,en,Greyhound,54.439,2020-07-09,Greyhound,7.408,2719
False,"[35, 18]",121986,en,Frances Ha,23.178,2013-05-17,Frances Ha,7.408,1504
False,"[18, 10749]",109689,es,Tengo ganas de ti,63.232,2012-06-22,I Want You,7.408,1802
False,[18],519010,es,Dolor y gloria,21.079,2019-03-22,Pain and Glory,7.4,1702
False,"[10751, 12, 16, 18]",37135,en,Tarzan,69.371,1999-06-18,Tarzan,7.407,6463
False,"[35, 18]",11545,en,Rushmore,25.06,1998-12-11,Rushmore,7.4,2360
False,"[35, 10749, 18]",639,en,When Harry Met Sally...,33.504,1989-07-21,When Harry Met Sally...,7.4,3877
False,"[18, 36]",339380,en,On the Basis of Sex,18.078,2018-12-25,On the Basis of Sex,7.404,970
False,"[53, 18, 80]",1359,en,American Psycho,68.99,2000-04-13,American Psycho,7.404,10314
False,"[28, 12, 14]",350312,te,బాహుబలి 2: ది కన్ క్లూజన్,38.766,2017-04-27,Bāhubali 2: The Conclusion,7.4,700
False,"[18, 10752, 10749, 36]",11661,fr,Joyeux Noël,21.12,2005-11-09,Joyeux Noel,7.403,825
False,"[18, 80]",265180,ru,Левиафан,13.097,2014-09-24,Leviathan,7.402,802
False,[18],39486,en,Secretariat,22.234,2010-08-20,Secretariat,7.402,554
False,"[27, 878]",9426,en,The Fly,33.148,1986-08-15,The Fly,7.4,4168
False,"[35, 10749]",3085,en,His Girl Friday,16.648,1940-01-18,His Girl Friday,7.402,772
False,"[37, 18, 10749]",26596,en,Johnny Guitar,14.521,1954-05-26,Johnny Guitar,7.401,394
False,"[16, 35, 10751, 10749]",673595,en,"Maggie Simpson in ""Playdate with Destiny""",13.378,2020-02-29,"Maggie Simpson in ""Playdate with Destiny""",7.4,340
False,"[36, 18]",273895,en,Selma,25.698,2014-12-25,Selma,7.4,2115
False,"[18, 10749, 35]",9454,en,EverAfter,28.228,1998-07-31,EverAfter,7.4,1385
False,"[18, 37]",3110,en,Shane,19.965,1953-04-23,Shane,7.4,554
False,"[80, 18, 53]",388,en,Inside Man,37.801,2006-03-17,Inside Man,7.4,5529
False,"[16, 35, 14]",813258,en,Monster Pets: A Hotel Transylvania Short,28.679,2021-04-02,Monster Pets: A Hotel Transylvania Short,7.399,383
False,"[16, 10751, 35, 14]",508947,en,Turning Red,136.571,2022-03-10,Turning Red,7.399,4846
False,"[18, 28, 10752]",442065,en,The Last Full Measure,20.992,2020-01-23,The Last Full Measure,7.399,420
False,"[18, 28]",395991,en,Only the Brave,34.482,2017-09-22,Only the Brave,7.4,1487
False,"[18, 10751, 14]",11236,en,The Secret Garden,20.751,1993-08-13,The Secret Garden,7.399,843
False,"[27, 35]",763,en,Braindead,21.553,1992-08-13,Braindead,7.399,1537
False,"[10751, 18, 10402]",5123,en,August Rush,31.227,2007-11-21,August Rush,7.398,2578
False,"[10749, 18]",533444,en,Waves,34.432,2019-11-15,Waves,7.4,612
False,"[16, 35, 12, 10751]",459151,en,The Boss Baby: Family Business,76.737,2021-07-01,The Boss Baby: Family Business,7.397,2418
False,"[12, 18]",87827,en,Life of Pi,41.499,2012-11-20,Life of Pi,7.397,12682
False,"[10749, 35]",621,en,Grease,58.959,1978-07-07,Grease,7.397,6940
False,"[27, 18, 878]",447332,en,A Quiet Place,73.041,2018-04-03,A Quiet Place,7.396,13456
False,[18],414425,en,Mudbound,23.28,2017-11-16,Mudbound,7.4,1183
False,"[18, 14, 10770, 10751]",13189,en,A Christmas Carol,23.543,1984-10-09,A Christmas Carol,7.396,337
False,"[18, 14]",481432,it,Lazzaro felice,18.155,2018-05-31,Happy as Lazzaro,7.4,640
False,"[28, 12, 14]",451048,en,Jungle Cruise,43.226,2021-07-28,Jungle Cruise,7.395,5415
False,"[18, 35, 10749]",2898,en,As Good as It Gets,31.963,1997-12-19,As Good as It Gets,7.395,3596
False,"[28, 12, 53]",1669,en,The Hunt for Red October,41.762,1990-03-02,The Hunt for Red October,7.395,3074
False,"[27, 53]",794,en,The Omen,44.866,1976-06-25,The Omen,7.395,1914
False,"[18, 35, 10749]",603661,en,The Hating Game,25.381,2021-12-09,The Hating Game,7.394,943
False,"[9648, 18, 53]",491584,ko,버닝,33.573,2018-05-17,Burning,7.394,1484
False,"[18, 36, 10749]",274109,es,Palmeras en la nieve,19.72,2015-12-25,Palm Trees in the Snow,7.4,516
False,"[28, 80, 53]",273481,en,Sicario,72.62,2015-09-17,Sicario,7.4,8154
False,"[12, 18, 28, 36]",11416,en,The Mission,24.444,1986-09-24,The Mission,7.4,1322
False,[27],985,en,Eraserhead,23.564,1977-03-19,Eraserhead,7.392,2272
False,[35],760,fr,Les Aventures de Rabbi Jacob,21.154,1973-10-17,The Mad Adventures of Rabbi Jacob,7.4,928
False,[35],427,fr,Mon oncle,17.954,1958-05-10,Mon Oncle,7.394,502
False,"[18, 35]",350,en,The Devil Wears Prada,72.935,2006-06-29,The Devil Wears Prada,7.394,11515
False,"[10752, 18, 36]",433247,en,First They Killed My Father,23.059,2017-02-18,First They Killed My Father,7.393,636
False,"[18, 53]",575,de,Das Experiment,16.836,2001-03-07,The Experiment,7.393,1026
False,"[10751, 14, 35]",668461,en,Slumberland,24.129,2022-11-18,Slumberland,7.392,777
False,"[28, 35]",439584,it,Smetto quando voglio - Ad honorem,8.333,2017-11-30,I Can Quit Whenever I Want 3: Ad Honorem,7.392,947
False,[18],376867,en,Moonlight,36.726,2016-10-21,Moonlight,7.392,6798
